3565,3565
2848,2848
251,3
2026,2026
6158,6158
7494,7494
3028,3
2409,3
2024,2024
264,264
4295,3
4349,3
4718,3
3370,3370
4466,3
4323,3
6873,3
2961,2961
2265,2265
1101,1101
2311,2311
6967,3
599,599
3903,3
3323,3323
3071,3071
6810,6810
1789,3
2769,2769
5116,5116
7564,3
2247,3
4083,4083
4321,4321
6169,6169
6755,3
1820,3
4059,4059
4875,3
7942,7942
7477,7477
5161,5161
3652,3652
7416,7416
2148,2148
2627,2627
4996,4996
5587,5587
5729,5729
6295,6295
6466,6466
5028,3
359,3
1060,1060
3322,3322
26,3
1478,3
1543,1543
3367,3367
8198,3
7003,7003
1229,1229
3715,3715
6312,6312
2485,3
7080,3
2150,2150
3483,3
7981,7981
5565,5565
6554,3
4650,3
7678,7678
3666,3
3911,3
2640,2640
1726,3
2206,3
3781,3781
1487,3
4057,4057
786,786
8087,8087
3823,3823
6953,3
5142,5142
7245,7245
3924,3
2755,2755
3142,3
1009,3
541,541
7697,3
4198,4198
1582,3
7818,3
5796,3
2452,3
6960,6960
7071,7071
6068,3
3054,3054
4845,4845
2210,3
4010,4010
1065,3
7956,7956
252,3
5605,3
5080,5080
4808,3
5099,3
6501,3
2300,2300
4485,3
7214,3
8178,3
6706,6706
4475,4475
974,3
6680,6680
6772,3
4831,3
6003,6003
958,3
17,3
325,3
3300,3
142,3
7938,7938
5058,3
1333,1333
6782,6782
7215,7215
4055,3
3560,3
1783,3
4035,4035
4667,4667
4986,3
5561,5561
3124,3124
914,3
7813,3
4028,4028
3282,3
5684,3
5048,3
7669,3
3510,3510
4137,3
7300,7300
7088,3
5329,5329
296,3
4910,4910
6598,3
3335,3335
282,3
7448,7448
6585,6585
6674,6674
4105,4105
7027,7027
1389,3
655,655
2019,2019
6987,6987
167,3
6991,3
7430,7430
2266,2266
6488,3
5656,5656
1275,1275
4089,4089
6170,3
1982,3
3410,3
458,458
4414,4414
2038,3
2572,3
3564,3564
71,3
1606,1606
7218,7218
2761,2761
4355,3
624,3
5506,3
2693,3
626,3
1264,1264
3242,3
4728,3
4145,4145
5504,5504
823,3
1528,1528
6374,6374
4360,4360
280,3
4056,3
1374,3
1981,1981
6286,6286
2886,2886
6602,6602
2925,3
3492,3492
5347,5347
8213,8213
2363,2363
8142,8142
1139,1139
7131,3
1000,3
4416,3
2270,2270
7257,3
7742,7742
2522,2522
7030,7030
2542,3
211,211
2230,3
4787,4787
7632,3
7493,3
1963,3
3012,3012
6858,6858
15,3
6118,6118
5210,3
77,3
1800,3
6389,6389
140,3
3926,3
4976,3
56,3
1966,3
2183,2183
8048,8048
3491,3491
2373,2373
6714,3
6790,3
6129,6129
7868,7868
3384,3384
4291,4291
2211,3
4449,4449
6700,3
2753,2753
2112,3
5224,5224
7934,7934
6141,6141
3979,3979
7150,3
2339,3
712,3
923,923
3082,3
4359,3
6657,3
8251,8251
977,3
4189,3
2179,2179
7534,7534
376,3
2830,3
8288,3
879,3
2992,2992
1427,1427
515,3
2783,2783
7613,7613
7291,7291
4453,3
6287,6287
1542,3
6298,3
1551,1551
2717,2717
6407,3
8011,8011
1296,3
5610,5610
4435,3
165,165
2729,2729
5803,5803
748,3
5838,5838
21,3
4312,3
3707,3707
6247,6247
570,570
3942,3
2968,3
7780,7780
1049,3
7353,7353
7342,7342
7157,7157
5770,3
3912,3
6058,6058
7779,7779
6056,6056
896,3
7327,3
609,3
429,3
4242,4242
1242,3
4086,4086
7397,3
3029,3
2480,3
2687,3
1806,1806
6906,3
2153,2153
7834,7834
2814,3
6899,6899
7650,7650
7217,7217
2692,3
6768,6768
2587,3
6643,6643
6337,3
530,3
8150,8150
5821,3
5540,5540
653,653
6031,6031
3812,3
2677,3
1405,1405
3458,3
4837,4837
7219,7219
7189,7189
2351,2351
108,3
2506,3
7646,3
2362,3
1089,3
3379,3
65,65
7864,7864
3034,3
1017,1017
3249,3249
8061,3
5141,3
1978,1978
3146,3146
6737,3
6594,3
2719,3
6589,3
3663,3663
4487,3
7716,7716
6409,3
6080,3
7302,7302
5240,5240
941,3
2353,2353
6841,6841
5370,5370
2625,3
5558,5558
3910,3
4397,4397
